datetime,station,temp_c,dewpoint_c,relative_humidity,wind_speed_mps,precipitation_mm,latitude,longitude,elevation_m,source_type
2019-01-01 14:00:00,IOW,-3.888888888888889,-6.722222222222223,80.66,5.0801345,0.0,41.6394,-91.5445,204.0,public observation
2019-01-01 15:00:00,IOW,-3.888888888888889,-7.222222222222222,77.62,4.299282000000001,0.0,41.6394,-91.5445,204.0,public observation
2019-01-01 16:00:00,IOW,-4.388888888888888,-7.222222222222222,80.59,4.234269846153846,0.0,41.6394,-91.5445,204.0,public observation
2019-01-01 17:00:00,IOW,-4.388888888888888,-7.222222222222222,80.59,3.821584,0.0,41.6394,-91.5445,204.0,public observation
2019-01-01 18:00:00,IOW,-3.888888888888889,-7.222222222222222,77.62,3.7198258461538463,0.0,41.6394,-91.5445,204.0,public observation
2019-01-01 19:00:00,IOW,-4.388888888888888,-7.777777777777778,77.21,3.798971076923077,0.0,41.6394,-91.5445,204.0,public observation
2019-01-01 20:00:00,IOW,-4.388888888888888,-7.777777777777778,77.21,4.155124615384615,0.0,41.6394,-91.5445,204.0,public observation
2019-01-01 21:00:00,IOW,-5.0,-8.277777777777779,77.77,4.155124615384615,0.0,41.6394,-91.5445,204.0,public observation
2019-01-01 22:00:00,IOW,-5.611111111111112,-8.277777777777779,81.46,3.957261538461539,0.0,41.6394,-91.5445,204.0,public observation
2019-01-01 23:00:00,IOW,-5.611111111111112,-8.88888888888889,77.67,3.4428175384615387,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 00:00:00,IOW,-5.611111111111112,-8.88888888888889,77.67,2.7700830769230773,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 01:00:00,IOW,-5.611111111111112,-8.88888888888889,77.67,2.6909378461538465,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 02:00:00,IOW,-5.611111111111112,-8.88888888888889,77.67,2.4139295384615385,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 03:00:00,IOW,-6.111111111111111,-8.88888888888889,80.69,2.7700830769230773,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 04:00:00,IOW,-6.111111111111111,-8.88888888888889,80.69,2.4139295384615385,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 05:00:00,IOW,-6.111111111111111,-8.88888888888889,80.69,2.255639076923077,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 06:00:00,IOW,-6.314814814814815,-8.88888888888889,81.97666666666667,2.8808864,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 07:00:00,IOW,-6.722222222222223,-8.88888888888889,84.55,2.9283735384615386,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 08:00:00,IOW,-6.722222222222223,-8.277777777777779,88.68,2.8492283076923077,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 09:00:00,IOW,-6.722222222222223,-8.277777777777779,88.68,2.719204,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 10:00:00,IOW,-6.722222222222223,-8.027777777777779,90.435,1.9842840000000002,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 11:00:00,IOW,-6.416666666666667,-8.277777777777779,86.65,3.233648,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 12:00:00,IOW,-6.111111111111111,-7.777777777777778,87.97,3.957261538461539,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 13:00:00,IOW,-5.861111111111111,-7.777777777777778,86.325,4.189044,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 14:00:00,IOW,-5.0,-7.777777777777778,80.85,4.273842461538462,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 15:00:00,IOW,-5.0,-7.222222222222222,84.39,4.392560307692308,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 16:00:00,IOW,-4.388888888888888,-6.722222222222223,83.75,5.1048673846153845,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 17:00:00,IOW,-3.277777777777777,-7.222222222222222,74.16,5.401662,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 18:00:00,IOW,-2.7777777777777777,-7.222222222222222,71.45,6.43055,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 19:00:00,IOW,-1.722222222222223,-7.222222222222222,66.08,6.173328,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 20:00:00,IOW,-1.569444444444444,-7.361111111111111,64.6625,6.43055,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 21:00:00,IOW,-1.6111111111111103,-7.666666666666667,63.333333333333336,6.43055,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 22:00:00,IOW,-2.7777777777777777,-7.222222222222222,71.45,5.14444,0.0,41.6394,-91.5445,204.0,public observation
2019-01-02 23:00:00,IOW,-3.277777777777777,-7.222222222222222,74.16,2.5326473846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 00:00:00,IOW,-3.277777777777777,-7.222222222222222,74.16,1.226751076923077,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 01:00:00,IOW,-5.0,-7.777777777777778,80.85,1.5037593846153845,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 02:00:00,IOW,-5.611111111111112,-7.777777777777778,84.68,2.2160664615384618,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 03:00:00,IOW,-5.611111111111112,-7.777777777777778,84.68,1.6620498461538462,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 04:00:00,IOW,-5.611111111111112,-7.777777777777778,84.68,0.35615353846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 05:00:00,IOW,-6.722222222222223,-8.277777777777779,88.68,1.028888,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 06:00:00,IOW,-5.611111111111112,-7.777777777777778,84.68,0.771666,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 07:00:00,IOW,-5.611111111111112,-7.777777777777778,84.68,1.3058963076923076,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 08:00:00,IOW,-5.0,-7.777777777777778,80.85,1.226751076923077,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 09:00:00,IOW,-5.611111111111112,-7.777777777777778,84.68,0.7914523076923077,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 10:00:00,IOW,-5.611111111111112,-7.777777777777778,84.68,0.9893153846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 11:00:00,IOW,-5.0,-7.777777777777778,80.85,1.4246141538461539,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 12:00:00,IOW,-5.0,-7.777777777777778,80.85,0.257222,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 13:00:00,IOW,-6.111111111111111,-8.277777777777779,84.62,1.1080332307692307,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 14:00:00,IOW,-3.277777777777777,-6.111111111111111,80.75,1.1871784615384615,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 15:00:00,IOW,-1.1111111111111112,-5.0,74.87,3.007518769230769,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 16:00:00,IOW,1.1111111111111112,-3.888888888888889,69.28,3.798971076923077,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 17:00:00,IOW,3.888888888888889,-3.277777777777777,59.52,3.8385436923076925,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 18:00:00,IOW,5.555555555555555,-2.2222222222222223,57.08,5.1048673846153845,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 19:00:00,IOW,6.666666666666667,-2.2222222222222223,52.86,5.14444,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 20:00:00,IOW,7.222222222222222,-1.722222222222223,53.0,4.946576923076924,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 21:00:00,IOW,7.222222222222222,-1.722222222222223,53.0,3.403244923076923,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 22:00:00,IOW,3.888888888888889,-1.722222222222223,66.79,2.611792615384615,0.0,41.6394,-91.5445,204.0,public observation
2019-01-03 23:00:00,IOW,3.3333333333333335,-2.2222222222222223,67.2,2.4139295384615385,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 00:00:00,IOW,3.888888888888889,-1.722222222222223,66.79,2.967946153846154,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 01:00:00,IOW,2.2222222222222223,-2.2222222222222223,72.43,1.7016224615384614,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 02:00:00,IOW,2.2222222222222223,-2.2222222222222223,72.43,2.651365230769231,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 03:00:00,IOW,1.6666666666666667,-2.2222222222222223,75.06,2.4930747692307693,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 04:00:00,IOW,1.1111111111111112,-2.2222222222222223,78.43,1.4641867692307693,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 05:00:00,IOW,0.0,-2.7777777777777777,81.55,0.6727344615384616,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 06:00:00,IOW,-3.888888888888889,-4.388888888888888,96.31,0.5540166153846153,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 07:00:00,IOW,-3.888888888888889,-5.0,91.97,0.6331618461538462,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 08:00:00,IOW,-2.2222222222222223,-3.888888888888889,88.33,1.3850415384615387,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 09:00:00,IOW,-5.0,-6.111111111111111,91.9,0.35615353846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 10:00:00,IOW,-4.388888888888888,-6.111111111111111,87.76,0.0,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 11:00:00,IOW,-3.888888888888889,-4.388888888888888,96.31,0.4748713846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 12:00:00,IOW,-4.388888888888888,-5.611111111111112,91.17,0.0,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 13:00:00,IOW,-3.888888888888889,-5.611111111111112,87.81,0.0,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 14:00:00,IOW,-0.6111111111111119,-3.277777777777777,82.15,0.0,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 15:00:00,IOW,2.7777777777777777,-2.2222222222222223,69.63,2.2160664615384618,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 16:00:00,IOW,4.444444444444445,-1.722222222222223,64.49,3.007518769230769,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 17:00:00,IOW,6.111111111111111,-0.6111111111111119,62.06,2.6909378461538465,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 18:00:00,IOW,7.777777777777778,0.0,57.87,3.284527076923077,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 19:00:00,IOW,9.444444444444445,0.5555555555555556,54.24,3.244954461538462,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 20:00:00,IOW,10.0,0.5555555555555556,52.06,3.4823901538461537,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 21:00:00,IOW,9.444444444444445,0.5555555555555556,54.24,3.007518769230769,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 22:00:00,IOW,7.222222222222222,1.1111111111111112,65.13,2.2952116923076926,0.0,41.6394,-91.5445,204.0,public observation
2019-01-04 23:00:00,IOW,3.3333333333333335,0.5555555555555556,82.66,1.5037593846153845,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 00:00:00,IOW,1.6666666666666667,0.0,88.33,0.2374356923076923,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 01:00:00,IOW,2.2222222222222223,0.5555555555555556,89.09,0.7123070769230769,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 02:00:00,IOW,0.0,-1.1111111111111112,92.22,1.1080332307692307,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 03:00:00,IOW,-0.6111111111111119,-0.6111111111111119,100.0,1.0684606153846155,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 04:00:00,IOW,-1.722222222222223,-2.2222222222222223,96.38,0.8310249230769231,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 05:00:00,IOW,-0.6111111111111119,-1.722222222222223,92.18,0.35615353846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 06:00:00,IOW,-0.6111111111111119,-1.722222222222223,92.18,0.35615353846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 07:00:00,IOW,0.0,-1.1111111111111112,92.22,0.5935892307692306,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 08:00:00,IOW,-0.6111111111111119,-1.722222222222223,92.18,0.4748713846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 09:00:00,IOW,0.5555555555555556,-1.722222222222223,84.36,0.35615353846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 10:00:00,IOW,0.0,-1.722222222222223,88.17,1.7807676923076925,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 11:00:00,IOW,-0.6111111111111119,-2.2222222222222223,88.84,0.9101701538461539,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 12:00:00,IOW,-0.6111111111111119,-2.2222222222222223,88.84,0.5935892307692306,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 13:00:00,IOW,-1.1111111111111112,-2.2222222222222223,92.15,0.0,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 14:00:00,IOW,1.1111111111111112,-1.1111111111111112,85.11,2.057776,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 15:00:00,IOW,2.7777777777777777,0.0,81.93,2.8096556923076923,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 16:00:00,IOW,6.111111111111111,1.6666666666666667,73.45,3.205381846153846,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 17:00:00,IOW,8.88888888888889,2.2222222222222223,62.97,4.432132923076923,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 18:00:00,IOW,10.555555555555555,2.7777777777777777,58.36,4.4717055384615385,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 19:00:00,IOW,11.666666666666666,2.7777777777777777,54.21,4.4717055384615385,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 20:00:00,IOW,11.666666666666666,2.7777777777777777,54.21,4.036406769230769,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 21:00:00,IOW,11.11111111111111,2.7777777777777777,56.45,3.798971076923077,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 22:00:00,IOW,5.555555555555555,1.6666666666666667,76.04,2.8096556923076923,0.0,41.6394,-91.5445,204.0,public observation
2019-01-05 23:00:00,IOW,3.3333333333333335,1.1111111111111112,85.69,1.4641867692307693,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 00:00:00,IOW,2.7777777777777777,1.1111111111111112,88.78,0.0,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 01:00:00,IOW,1.1111111111111112,-0.6111111111111119,88.27,0.3957261538461539,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 02:00:00,IOW,-0.6111111111111119,-1.722222222222223,92.18,0.4748713846153847,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 03:00:00,IOW,-1.1111111111111112,-1.722222222222223,95.61,0.5935892307692306,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 04:00:00,IOW,-0.6111111111111119,-1.1111111111111112,96.41,0.11871784615384612,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 05:00:00,IOW,-1.1111111111111112,-2.2222222222222223,92.15,1.2663236923076924,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 06:00:00,IOW,0.0,-1.1111111111111112,92.22,0.514444,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 07:00:00,IOW,-0.6111111111111119,-2.2222222222222223,88.84,1.028888,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 08:00:00,IOW,1.1111111111111112,-0.6111111111111119,88.27,1.1476058461538463,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 09:00:00,IOW,1.1111111111111112,-1.1111111111111112,85.11,1.8599129230769234,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 10:00:00,IOW,1.1111111111111112,-1.1111111111111112,85.11,2.2952116923076926,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 11:00:00,IOW,1.6666666666666667,-0.6111111111111119,84.49,2.967946153846154,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 12:00:00,IOW,2.2222222222222223,-0.6111111111111119,81.53,3.7593984615384617,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 13:00:00,IOW,1.6666666666666667,-1.1111111111111112,81.46,3.601108,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 14:00:00,IOW,1.6666666666666667,-0.6111111111111119,84.49,3.643978333333333,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 15:00:00,IOW,2.7777777777777777,0.0,81.93,5.004137090909092,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 16:00:00,IOW,3.3333333333333335,0.5555555555555556,82.66,5.1048673846153845,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 17:00:00,IOW,4.444444444444445,1.1111111111111112,79.25,5.381875692307693,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 18:00:00,IOW,5.0,1.6666666666666667,79.34,5.705651636363637,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 19:00:00,IOW,5.0,1.6666666666666667,79.34,5.777601846153846,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 20:00:00,IOW,5.0,1.6666666666666667,79.34,5.184012615384615,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 21:00:00,IOW,5.0,1.6666666666666667,79.34,5.7380292307692295,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 22:00:00,IOW,4.444444444444445,1.6666666666666667,82.8,6.569054153846154,0.0,41.6394,-91.5445,204.0,public observation
2019-01-06 23:00:00,IOW,4.444444444444445,1.6666666666666667,82.8,5.777601846153846,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 00:00:00,IOW,4.444444444444445,1.6666666666666667,82.8,5.540166153846155,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 01:00:00,IOW,4.444444444444445,1.6666666666666667,82.8,7.360506461538462,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 02:00:00,IOW,4.444444444444445,2.2222222222222223,86.035,7.16547,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 03:00:00,IOW,4.722222222222222,3.0555555555555554,88.945,7.16547,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 04:00:00,IOW,5.0,3.888888888888889,92.52,6.25247323076923,1.016,41.6394,-91.5445,204.0,public observation
2019-01-07 05:00:00,IOW,5.555555555555555,4.444444444444445,91.84,4.946576923076924,0.508,41.6394,-91.5445,204.0,public observation
2019-01-07 06:00:00,IOW,6.111111111111111,5.0,92.58,4.234269846153846,0.254,41.6394,-91.5445,204.0,public observation
2019-01-07 07:00:00,IOW,7.222222222222222,6.111111111111111,92.65,3.7593984615384617,0.7619999999999999,41.6394,-91.5445,204.0,public observation
2019-01-07 08:00:00,IOW,7.222222222222222,6.111111111111111,92.65,4.827859076923076,1.016,41.6394,-91.5445,204.0,public observation
2019-01-07 09:00:00,IOW,7.777777777777778,6.666666666666667,93.03,5.342303076923076,1.016,41.6394,-91.5445,204.0,public observation
2019-01-07 10:00:00,IOW,8.333333333333334,7.222222222222222,93.06,4.96071,2.2859999999999996,41.6394,-91.5445,204.0,public observation
2019-01-07 11:00:00,IOW,8.61111111111111,7.777777777777778,94.7,5.548646000000001,1.5239999999999998,41.6394,-91.5445,204.0,public observation
2019-01-07 12:00:00,IOW,9.074074074074076,7.9629629629629655,92.75,5.5119,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 13:00:00,IOW,9.444444444444445,8.333333333333334,92.77,6.608626769230771,0.254,41.6394,-91.5445,204.0,public observation
2019-01-07 14:00:00,IOW,9.444444444444445,8.333333333333334,92.77,5.842614,0.254,41.6394,-91.5445,204.0,public observation
2019-01-07 15:00:00,IOW,9.81481481481481,8.88888888888889,94.09666666666664,5.281625066666667,2.2859999999999996,41.6394,-91.5445,204.0,public observation
2019-01-07 16:00:00,IOW,10.185185185185187,9.259259259259254,93.64,4.767181066666668,0.508,41.6394,-91.5445,204.0,public observation
2019-01-07 17:00:00,IOW,10.694444444444445,9.583333333333334,92.32,4.9386624,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 18:00:00,IOW,11.11111111111111,9.722222222222221,90.995,6.651026,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 19:00:00,IOW,10.277777777777779,6.388888888888889,76.81,8.525072000000002,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 20:00:00,IOW,8.88888888888889,5.0,76.58,8.184336363636364,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 21:00:00,IOW,6.388888888888889,3.611111111111111,82.08000000000001,7.4226920000000005,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 22:00:00,IOW,5.0,2.7777777777777777,85.54,6.2920458461538455,0.0,41.6394,-91.5445,204.0,public observation
2019-01-07 23:00:00,IOW,3.888888888888889,1.6666666666666667,85.76,5.500593538461538,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 00:00:00,IOW,3.3333333333333335,1.6666666666666667,89.53,2.0973486153846155,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 01:00:00,IOW,1.6666666666666667,0.5555555555555556,92.32,1.7016224615384614,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 02:00:00,IOW,1.1111111111111112,0.5555555555555556,96.46,0.5540166153846153,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 03:00:00,IOW,1.6666666666666667,1.1111111111111112,95.71,0.2374356923076923,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 04:00:00,IOW,1.1111111111111112,0.5555555555555556,96.46,0.11871784615384612,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 05:00:00,IOW,1.1111111111111112,0.5555555555555556,96.46,0.11871784615384612,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 06:00:00,IOW,0.8333333333333334,0.2777777777777778,96.105,0.28937475,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 07:00:00,IOW,0.1388888888888889,-0.30555555555555597,96.7425,0.09645825,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 08:00:00,IOW,0.0,0.0,100.0,0.11871784615384612,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 09:00:00,IOW,0.2777777777777778,-0.027777777777778172,97.825,1.028888,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 10:00:00,IOW,0.3703703703703691,0.0,97.11333333333334,0.2057776,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 11:00:00,IOW,2.2222222222222223,0.0,85.23,2.4139295384615385,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 12:00:00,IOW,2.2222222222222223,0.0,85.23,6.648199384615385,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 13:00:00,IOW,3.3333333333333335,0.5555555555555556,82.66,7.202216,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 14:00:00,IOW,3.3333333333333335,0.5555555555555556,82.66,7.389286545454546,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 15:00:00,IOW,4.444444444444445,-1.1111111111111112,67.45,9.497427692307692,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 16:00:00,IOW,5.0,-2.2222222222222223,59.55,9.814008615384617,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 17:00:00,IOW,6.666666666666667,-2.2222222222222223,52.86,8.389394461538462,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 18:00:00,IOW,7.777777777777778,-3.277777777777777,45.47,10.242112363636364,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 19:00:00,IOW,7.777777777777778,-2.7777777777777777,47.2,10.64503353846154,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 20:00:00,IOW,7.777777777777778,-3.888888888888889,43.44,11.990502461538462,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 21:00:00,IOW,6.666666666666667,-3.888888888888889,46.7,11.040759692307692,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 22:00:00,IOW,5.0,-5.0,48.39,11.189157,0.0,41.6394,-91.5445,204.0,public observation
2019-01-08 23:00:00,IOW,3.3333333333333335,-5.0,54.6,10.130589538461539,0.0,41.6394,-91.5445,204.0,public observation
2019-01-09 00:00:00,IOW,0.5555555555555556,-5.0,66.06,8.31024923076923,0.0,41.6394,-91.5445,204.0,public observation
2019-01-09 01:00:00,IOW,-0.6111111111111119,-5.611111111111112,68.91,8.072813538461538,0.0,41.6394,-91.5445,204.0,public observation
2019-01-09 02:00:00,IOW,-1.1111111111111112,-6.722222222222223,65.66,9.062128923076925,0.0,41.6394,-91.5445,204.0,public observation
2019-01-09 03:00:00,IOW,-2.2222222222222223,-8.277777777777779,63.19,8.903838461538461,0.0,41.6394,-91.5445,204.0,public observation
2019-01-09 04:00:00,IOW,-2.7777777777777777,-8.88888888888889,62.78,8.547684923076924,0.0,41.6394,-91.5445,204.0,public observation
2019-01-09 05:00:00,IOW,-3.888888888888889,-10.0,62.5,9.101701538461539,0.0,41.6394,-91.5445,204.0,public observation
2019-01-09 06:00:00,IOW,-4.388888888888888,-10.61111111111111,61.83,8.231104,0.0,41.6394,-91.5445,204.0,public observation
2019-01-09 07:00:00,IOW,-5.611111111111112,-12.222222222222221,59.63,8.191531384615384,0.0,41.6394,-91.5445,204.0,public observation
2019-01-09 08:00:00,IOW,-6.111111111111111,-12.777777777777779,59.23,9.734863384615386,0.0,41.6394,-91.5445,204.0,public observation
